repository,metric,rank
cloudalchemy/ansible-alertmanager,pdg_delta_process,12.0
cloudalchemy/ansible-alertmanager,pdg_iac_process,5.0
cloudalchemy/ansible-alertmanager,delta_iac_process,7.5
cloudalchemy/ansible-alertmanager,pdg_iac_delta_process,7.5
aalaesar/install_nextcloud,pdg,6.0
aalaesar/install_nextcloud,delta,13.0
aalaesar/install_nextcloud,iac,1.0
aalaesar/install_nextcloud,process,15.0
aalaesar/install_nextcloud,pdg_delta,12.0
aalaesar/install_nextcloud,pdg_iac,3.0
aalaesar/install_nextcloud,pdg_process,9.0
aalaesar/install_nextcloud,delta_iac,7.0
aalaesar/install_nextcloud,delta_process,14.0
aalaesar/install_nextcloud,iac_process,8.0
aalaesar/install_nextcloud,pdg_delta_iac,2.0
aalaesar/install_nextcloud,pdg_delta_process,11.0
aalaesar/install_nextcloud,pdg_iac_process,5.0
aalaesar/install_nextcloud,delta_iac_process,10.0
aalaesar/install_nextcloud,pdg_iac_delta_process,4.0
Oefenweb/ansible-postfix,pdg,2.0
Oefenweb/ansible-postfix,delta,14.5
Oefenweb/ansible-postfix,iac,2.0
Oefenweb/ansible-postfix,process,13.0
Oefenweb/ansible-postfix,pdg_delta,5.0
Oefenweb/ansible-postfix,pdg_iac,2.0
Oefenweb/ansible-postfix,pdg_process,9.5
Oefenweb/ansible-postfix,delta_iac,5.0
Oefenweb/ansible-postfix,delta_process,14.5
Oefenweb/ansible-postfix,iac_process,9.5
Oefenweb/ansible-postfix,pdg_delta_iac,5.0
Oefenweb/ansible-postfix,pdg_delta_process,12.0
Oefenweb/ansible-postfix,pdg_iac_process,7.0
Oefenweb/ansible-postfix,delta_iac_process,9.5
Oefenweb/ansible-postfix,pdg_iac_delta_process,9.5
caktus/tequila-django,pdg,3.0
caktus/tequila-django,delta,13.0
caktus/tequila-django,iac,2.0
caktus/tequila-django,process,15.0
caktus/tequila-django,pdg_delta,10.0
caktus/tequila-django,pdg_iac,1.0
caktus/tequila-django,pdg_process,11.0
caktus/tequila-django,delta_iac,6.0
caktus/tequila-django,delta_process,14.0
caktus/tequila-django,iac_process,6.0
caktus/tequila-django,pdg_delta_iac,6.0
caktus/tequila-django,pdg_delta_process,12.0
caktus/tequila-django,pdg_iac_process,9.0
caktus/tequila-django,delta_iac_process,6.0
caktus/tequila-django,pdg_iac_delta_process,6.0
ansible-community/ansible-vault,pdg,9.0
ansible-community/ansible-vault,delta,14.0
ansible-community/ansible-vault,iac,4.5
ansible-community/ansible-vault,process,14.0
ansible-community/ansible-vault,pdg_delta,11.5
ansible-community/ansible-vault,pdg_iac,4.5
ansible-community/ansible-vault,pdg_process,10.0
ansible-community/ansible-vault,delta_iac,4.5
ansible-community/ansible-vault,delta_process,14.0
ansible-community/ansible-vault,iac_process,4.5
ansible-community/ansible-vault,pdg_delta_iac,4.5
ansible-community/ansible-vault,pdg_delta_process,11.5
ansible-community/ansible-vault,pdg_iac_process,4.5
ansible-community/ansible-vault,delta_iac_process,4.5
ansible-community/ansible-vault,pdg_iac_delta_process,4.5
florianutz/Ubuntu1804-CIS,pdg,1.0
florianutz/Ubuntu1804-CIS,delta,15.0
florianutz/Ubuntu1804-CIS,iac,2.0
florianutz/Ubuntu1804-CIS,process,14.0
florianutz/Ubuntu1804-CIS,pdg_delta,9.0
florianutz/Ubuntu1804-CIS,pdg_iac,3.0
florianutz/Ubuntu1804-CIS,pdg_process,11.0
florianutz/Ubuntu1804-CIS,delta_iac,6.0
florianutz/Ubuntu1804-CIS,delta_process,13.0
florianutz/Ubuntu1804-CIS,iac_process,10.0
florianutz/Ubuntu1804-CIS,pdg_delta_iac,4.0
florianutz/Ubuntu1804-CIS,pdg_delta_process,12.0
florianutz/Ubuntu1804-CIS,pdg_iac_process,5.0
florianutz/Ubuntu1804-CIS,delta_iac_process,7.0
florianutz/Ubuntu1804-CIS,pdg_iac_delta_process,8.0
dj-wasabi/ansible-telegraf,pdg,3.0
dj-wasabi/ansible-telegraf,delta,15.0
dj-wasabi/ansible-telegraf,iac,8.0
dj-wasabi/ansible-telegraf,process,14.0
dj-wasabi/ansible-telegraf,pdg_delta,6.0
dj-wasabi/ansible-telegraf,pdg_iac,5.0
dj-wasabi/ansible-telegraf,pdg_process,10.0
dj-wasabi/ansible-telegraf,delta_iac,7.0
dj-wasabi/ansible-telegraf,delta_process,13.0
dj-wasabi/ansible-telegraf,iac_process,11.0
dj-wasabi/ansible-telegraf,pdg_delta_iac,2.0
dj-wasabi/ansible-telegraf,pdg_delta_process,9.0
dj-wasabi/ansible-telegraf,pdg_iac_process,1.0
dj-wasabi/ansible-telegraf,delta_iac_process,12.0
dj-wasabi/ansible-telegraf,pdg_iac_delta_process,4.0
rvm/rvm1-ansible,pdg,10.0
rvm/rvm1-ansible,delta,14.0
rvm/rvm1-ansible,iac,1.5
rvm/rvm1-ansible,process,13.0
rvm/rvm1-ansible,pdg_delta,9.0
rvm/rvm1-ansible,pdg_iac,1.5
rvm/rvm1-ansible,pdg_process,11.0
rvm/rvm1-ansible,delta_iac,5.0
rvm/rvm1-ansible,delta_process,15.0
rvm/rvm1-ansible,iac_process,5.0
rvm/rvm1-ansible,pdg_delta_iac,5.0
rvm/rvm1-ansible,pdg_delta_process,12.0
rvm/rvm1-ansible,pdg_iac_process,5.0
rvm/rvm1-ansible,delta_iac_process,5.0
rvm/rvm1-ansible,pdg_iac_delta_process,8.0
cloudalchemy/ansible-blackbox-exporter,pdg,6.5
cloudalchemy/ansible-blackbox-exporter,delta,14.0
cloudalchemy/ansible-blackbox-exporter,iac,6.5
cloudalchemy/ansible-blackbox-exporter,process,15.0
cloudalchemy/ansible-blackbox-exporter,pdg_delta,6.5
cloudalchemy/ansible-blackbox-exporter,pdg_iac,6.5
cloudalchemy/ansible-blackbox-exporter,pdg_process,6.5
cloudalchemy/ansible-blackbox-exporter,delta_iac,6.5
cloudalchemy/ansible-blackbox-exporter,delta_process,13.0
cloudalchemy/ansible-blackbox-exporter,iac_process,6.5
cloudalchemy/ansible-blackbox-exporter,pdg_delta_iac,6.5
cloudalchemy/ansible-blackbox-exporter,pdg_delta_process,6.5
cloudalchemy/ansible-blackbox-exporter,pdg_iac_process,6.5
cloudalchemy/ansible-blackbox-exporter,delta_iac_process,6.5
cloudalchemy/ansible-blackbox-exporter,pdg_iac_delta_process,6.5
tulibraries/ansible-role-airflow,pdg,13.0
tulibraries/ansible-role-airflow,delta,15.0
tulibraries/ansible-role-airflow,iac,2.5
tulibraries/ansible-role-airflow,process,10.0
tulibraries/ansible-role-airflow,pdg_delta,14.0
tulibraries/ansible-role-airflow,pdg_iac,2.5
tulibraries/ansible-role-airflow,pdg_process,9.0
tulibraries/ansible-role-airflow,delta_iac,2.5
tulibraries/ansible-role-airflow,delta_process,11.0
tulibraries/ansible-role-airflow,iac_process,6.0
tulibraries/ansible-role-airflow,pdg_delta_iac,2.5
tulibraries/ansible-role-airflow,pdg_delta_process,12.0
tulibraries/ansible-role-airflow,pdg_iac_process,6.0
tulibraries/ansible-role-airflow,delta_iac_process,6.0
tulibraries/ansible-role-airflow,pdg_iac_delta_process,8.0
idealista/mysql_role,pdg,6.5
idealista/mysql_role,delta,14.5
idealista/mysql_role,iac,6.5
idealista/mysql_role,process,13.0
idealista/mysql_role,pdg_delta,6.5
idealista/mysql_role,pdg_iac,6.5
idealista/mysql_role,pdg_process,6.5
idealista/mysql_role,delta_iac,6.5
idealista/mysql_role,delta_process,14.5
idealista/mysql_role,iac_process,6.5
idealista/mysql_role,pdg_delta_iac,6.5
idealista/mysql_role,pdg_delta_process,6.5
idealista/mysql_role,pdg_iac_process,6.5
idealista/mysql_role,delta_iac_process,6.5
idealista/mysql_role,pdg_iac_delta_process,6.5
Graylog2/graylog-ansible-role,pdg,10.0
Graylog2/graylog-ansible-role,delta,15.0
Graylog2/graylog-ansible-role,iac,2.0
Graylog2/graylog-ansible-role,process,13.0
Graylog2/graylog-ansible-role,pdg_delta,11.0
Graylog2/graylog-ansible-role,pdg_iac,1.0
Graylog2/graylog-ansible-role,pdg_process,14.0
Graylog2/graylog-ansible-role,delta_iac,3.5
Graylog2/graylog-ansible-role,delta_process,12.0
Graylog2/graylog-ansible-role,iac_process,7.0
Graylog2/graylog-ansible-role,pdg_delta_iac,3.5
Graylog2/graylog-ansible-role,pdg_delta_process,9.0
Graylog2/graylog-ansible-role,pdg_iac_process,5.0
Graylog2/graylog-ansible-role,delta_iac_process,8.0
Graylog2/graylog-ansible-role,pdg_iac_delta_process,6.0
mrlesmithjr/ansible-netdata,pdg,1.0
mrlesmithjr/ansible-netdata,delta,13.0
mrlesmithjr/ansible-netdata,iac,4.0
mrlesmithjr/ansible-netdata,process,14.5
mrlesmithjr/ansible-netdata,pdg_delta,9.0
mrlesmithjr/ansible-netdata,pdg_iac,4.0
mrlesmithjr/ansible-netdata,pdg_process,7.0
mrlesmithjr/ansible-netdata,delta_iac,4.0
mrlesmithjr/ansible-netdata,delta_process,14.5
mrlesmithjr/ansible-netdata,iac_process,2.0
mrlesmithjr/ansible-netdata,pdg_delta_iac,10.5
mrlesmithjr/ansible-netdata,pdg_delta_process,8.0
mrlesmithjr/ansible-netdata,pdg_iac_process,6.0
mrlesmithjr/ansible-netdata,delta_iac_process,10.5
mrlesmithjr/ansible-netdata,pdg_iac_delta_process,12.0
willshersystems/ansible-sshd,pdg,2.5
willshersystems/ansible-sshd,delta,13.5
willshersystems/ansible-sshd,iac,9.0
willshersystems/ansible-sshd,process,15.0
willshersystems/ansible-sshd,pdg_delta,2.5
willshersystems/ansible-sshd,pdg_iac,6.5
willshersystems/ansible-sshd,pdg_process,2.5
willshersystems/ansible-sshd,delta_iac,11.0
willshersystems/ansible-sshd,delta_process,13.5
willshersystems/ansible-sshd,iac_process,11.0
willshersystems/ansible-sshd,pdg_delta_iac,6.5
willshersystems/ansible-sshd,pdg_delta_process,2.5
willshersystems/ansible-sshd,pdg_iac_process,6.5
willshersystems/ansible-sshd,delta_iac_process,11.0
willshersystems/ansible-sshd,pdg_iac_delta_process,6.5
idealista/consul_role,pdg,5.5
idealista/consul_role,delta,15.0
idealista/consul_role,iac,5.5
idealista/consul_role,process,13.0
idealista/consul_role,pdg_delta,5.5
idealista/consul_role,pdg_iac,5.5
idealista/consul_role,pdg_process,11.5
idealista/consul_role,delta_iac,5.5
idealista/consul_role,delta_process,14.0
idealista/consul_role,iac_process,5.5
idealista/consul_role,pdg_delta_iac,5.5
idealista/consul_role,pdg_delta_process,11.5
idealista/consul_role,pdg_iac_process,5.5
idealista/consul_role,delta_iac_process,5.5
idealista/consul_role,pdg_iac_delta_process,5.5
ansible-lockdown/RHEL7-STIG,pdg,9.0
ansible-lockdown/RHEL7-STIG,delta,15.0
ansible-lockdown/RHEL7-STIG,iac,2.5
ansible-lockdown/RHEL7-STIG,process,14.0
ansible-lockdown/RHEL7-STIG,pdg_delta,8.0
ansible-lockdown/RHEL7-STIG,pdg_iac,2.5
ansible-lockdown/RHEL7-STIG,pdg_process,6.5
ansible-lockdown/RHEL7-STIG,delta_iac,2.5
ansible-lockdown/RHEL7-STIG,delta_process,12.5
ansible-lockdown/RHEL7-STIG,iac_process,5.0
ansible-lockdown/RHEL7-STIG,pdg_delta_iac,2.5
ansible-lockdown/RHEL7-STIG,pdg_delta_process,12.5
ansible-lockdown/RHEL7-STIG,pdg_iac_process,6.5
ansible-lockdown/RHEL7-STIG,delta_iac_process,10.5
ansible-lockdown/RHEL7-STIG,pdg_iac_delta_process,10.5
stone-payments/ansible-rabbitmq,pdg,6.5
stone-payments/ansible-rabbitmq,delta,14.0
stone-payments/ansible-rabbitmq,iac,6.5
stone-payments/ansible-rabbitmq,process,14.0
stone-payments/ansible-rabbitmq,pdg_delta,6.5
stone-payments/ansible-rabbitmq,pdg_iac,6.5
stone-payments/ansible-rabbitmq,pdg_process,6.5
stone-payments/ansible-rabbitmq,delta_iac,6.5
stone-payments/ansible-rabbitmq,delta_process,14.0
stone-payments/ansible-rabbitmq,iac_process,6.5
stone-payments/ansible-rabbitmq,pdg_delta_iac,6.5
stone-payments/ansible-rabbitmq,pdg_delta_process,6.5
stone-payments/ansible-rabbitmq,pdg_iac_process,6.5
stone-payments/ansible-rabbitmq,delta_iac_process,6.5
stone-payments/ansible-rabbitmq,pdg_iac_delta_process,6.5
naftulikay/ansible-role-degoss,pdg,9.0
naftulikay/ansible-role-degoss,delta,15.0
naftulikay/ansible-role-degoss,iac,3.5
naftulikay/ansible-role-degoss,process,13.0
naftulikay/ansible-role-degoss,pdg_delta,11.0
naftulikay/ansible-role-degoss,pdg_iac,3.5
naftulikay/ansible-role-degoss,pdg_process,10.0
naftulikay/ansible-role-degoss,delta_iac,3.5
naftulikay/ansible-role-degoss,delta_process,14.0
naftulikay/ansible-role-degoss,iac_process,7.0
naftulikay/ansible-role-degoss,pdg_delta_iac,3.5
naftulikay/ansible-role-degoss,pdg_delta_process,12.0
naftulikay/ansible-role-degoss,pdg_iac_process,6.0
naftulikay/ansible-role-degoss,delta_iac_process,1.0
naftulikay/ansible-role-degoss,pdg_iac_delta_process,8.0
CSCfi/ansible-role-users,pdg,6.5
CSCfi/ansible-role-users,delta,15.0
CSCfi/ansible-role-users,iac,6.5
CSCfi/ansible-role-users,process,13.0
CSCfi/ansible-role-users,pdg_delta,6.5
CSCfi/ansible-role-users,pdg_iac,6.5
CSCfi/ansible-role-users,pdg_process,6.5
CSCfi/ansible-role-users,delta_iac,6.5
CSCfi/ansible-role-users,delta_process,14.0
CSCfi/ansible-role-users,iac_process,6.5
CSCfi/ansible-role-users,pdg_delta_iac,6.5
CSCfi/ansible-role-users,pdg_delta_process,6.5
CSCfi/ansible-role-users,pdg_iac_process,6.5
CSCfi/ansible-role-users,delta_iac_process,6.5
CSCfi/ansible-role-users,pdg_iac_delta_process,6.5
mrlesmithjr/ansible-manage-lvm,pdg,11.0
mrlesmithjr/ansible-manage-lvm,delta,9.0
mrlesmithjr/ansible-manage-lvm,iac,2.0
mrlesmithjr/ansible-manage-lvm,process,15.0
mrlesmithjr/ansible-manage-lvm,pdg_delta,13.0
mrlesmithjr/ansible-manage-lvm,pdg_iac,1.0
mrlesmithjr/ansible-manage-lvm,pdg_process,12.0
mrlesmithjr/ansible-manage-lvm,delta_iac,5.0
mrlesmithjr/ansible-manage-lvm,delta_process,10.0
mrlesmithjr/ansible-manage-lvm,iac_process,4.0
mrlesmithjr/ansible-manage-lvm,pdg_delta_iac,7.0
mrlesmithjr/ansible-manage-lvm,pdg_delta_process,14.0
mrlesmithjr/ansible-manage-lvm,pdg_iac_process,3.0
mrlesmithjr/ansible-manage-lvm,delta_iac_process,8.0
mrlesmithjr/ansible-manage-lvm,pdg_iac_delta_process,6.0
cloudalchemy/ansible-pushgateway,pdg,3.5
cloudalchemy/ansible-pushgateway,delta,15.0
cloudalchemy/ansible-pushgateway,iac,3.5
cloudalchemy/ansible-pushgateway,process,13.0
cloudalchemy/ansible-pushgateway,pdg_delta,3.5
cloudalchemy/ansible-pushgateway,pdg_iac,3.5
cloudalchemy/ansible-pushgateway,pdg_process,9.5
cloudalchemy/ansible-pushgateway,delta_iac,3.5
cloudalchemy/ansible-pushgateway,delta_process,14.0
cloudalchemy/ansible-pushgateway,iac_process,9.5
cloudalchemy/ansible-pushgateway,pdg_delta_iac,3.5
cloudalchemy/ansible-pushgateway,pdg_delta_process,9.5
cloudalchemy/ansible-pushgateway,pdg_iac_process,9.5
cloudalchemy/ansible-pushgateway,delta_iac_process,9.5
cloudalchemy/ansible-pushgateway,pdg_iac_delta_process,9.5
antoiner77/caddy-ansible,pdg,6.0
antoiner77/caddy-ansible,delta,15.0
antoiner77/caddy-ansible,iac,5.0
antoiner77/caddy-ansible,process,13.0
antoiner77/caddy-ansible,pdg_delta,10.0
antoiner77/caddy-ansible,pdg_iac,3.0
antoiner77/caddy-ansible,pdg_process,12.0
antoiner77/caddy-ansible,delta_iac,8.0
antoiner77/caddy-ansible,delta_process,14.0
antoiner77/caddy-ansible,iac_process,9.0
antoiner77/caddy-ansible,pdg_delta_iac,1.0
antoiner77/caddy-ansible,pdg_delta_process,11.0
antoiner77/caddy-ansible,pdg_iac_process,2.0
antoiner77/caddy-ansible,delta_iac_process,7.0
antoiner77/caddy-ansible,pdg_iac_delta_process,4.0
idealista/nexus-role,pdg,10.5
idealista/nexus-role,delta,14.0
idealista/nexus-role,iac,4.5
idealista/nexus-role,process,14.0
idealista/nexus-role,pdg_delta,10.5
idealista/nexus-role,pdg_iac,4.5
idealista/nexus-role,pdg_process,10.5
idealista/nexus-role,delta_iac,4.5
idealista/nexus-role,delta_process,14.0
idealista/nexus-role,iac_process,4.5
idealista/nexus-role,pdg_delta_iac,4.5
idealista/nexus-role,pdg_delta_process,10.5
idealista/nexus-role,pdg_iac_process,4.5
idealista/nexus-role,delta_iac_process,4.5
idealista/nexus-role,pdg_iac_delta_process,4.5
Oefenweb/ansible-supervisor,pdg,6.5
Oefenweb/ansible-supervisor,delta,13.0
Oefenweb/ansible-supervisor,iac,2.0
Oefenweb/ansible-supervisor,process,14.0
Oefenweb/ansible-supervisor,pdg_delta,10.0
Oefenweb/ansible-supervisor,pdg_iac,1.0
Oefenweb/ansible-supervisor,pdg_process,11.5
Oefenweb/ansible-supervisor,delta_iac,6.5
Oefenweb/ansible-supervisor,delta_process,15.0
Oefenweb/ansible-supervisor,iac_process,6.5
Oefenweb/ansible-supervisor,pdg_delta_iac,3.0
Oefenweb/ansible-supervisor,pdg_delta_process,11.5
Oefenweb/ansible-supervisor,pdg_iac_process,6.5
Oefenweb/ansible-supervisor,delta_iac_process,6.5
Oefenweb/ansible-supervisor,pdg_iac_delta_process,6.5
kibatic/ansible-traefik,pdg,10.0
kibatic/ansible-traefik,delta,14.0
kibatic/ansible-traefik,iac,5.5
kibatic/ansible-traefik,process,14.0
kibatic/ansible-traefik,pdg_delta,11.0
kibatic/ansible-traefik,pdg_iac,5.5
kibatic/ansible-traefik,pdg_process,9.0
kibatic/ansible-traefik,delta_iac,8.0
kibatic/ansible-traefik,delta_process,14.0
kibatic/ansible-traefik,iac_process,3.5
kibatic/ansible-traefik,pdg_delta_iac,7.0
kibatic/ansible-traefik,pdg_delta_process,12.0
kibatic/ansible-traefik,pdg_iac_process,1.5
kibatic/ansible-traefik,delta_iac_process,1.5
kibatic/ansible-traefik,pdg_iac_delta_process,3.5
arillso/ansible.logrotate,pdg,13.5
arillso/ansible.logrotate,delta,15.0
arillso/ansible.logrotate,iac,2.0
arillso/ansible.logrotate,process,9.0
arillso/ansible.logrotate,pdg_delta,13.5
arillso/ansible.logrotate,pdg_iac,1.0
arillso/ansible.logrotate,pdg_process,11.5
arillso/ansible.logrotate,delta_iac,6.5
arillso/ansible.logrotate,delta_process,10.0
arillso/ansible.logrotate,iac_process,4.0
arillso/ansible.logrotate,pdg_delta_iac,6.5
arillso/ansible.logrotate,pdg_delta_process,11.5
arillso/ansible.logrotate,pdg_iac_process,4.0
arillso/ansible.logrotate,delta_iac_process,4.0
arillso/ansible.logrotate,pdg_iac_delta_process,8.0
m4rcu5nl/ansible-role-zerotier,pdg,3.5
m4rcu5nl/ansible-role-zerotier,delta,15.0
m4rcu5nl/ansible-role-zerotier,iac,3.5
m4rcu5nl/ansible-role-zerotier,process,9.5
m4rcu5nl/ansible-role-zerotier,pdg_delta,9.5
m4rcu5nl/ansible-role-zerotier,pdg_iac,3.5
m4rcu5nl/ansible-role-zerotier,pdg_process,9.5
m4rcu5nl/ansible-role-zerotier,delta_iac,3.5
m4rcu5nl/ansible-role-zerotier,delta_process,13.5
m4rcu5nl/ansible-role-zerotier,iac_process,9.5
m4rcu5nl/ansible-role-zerotier,pdg_delta_iac,3.5
m4rcu5nl/ansible-role-zerotier,pdg_delta_process,13.5
m4rcu5nl/ansible-role-zerotier,pdg_iac_process,3.5
m4rcu5nl/ansible-role-zerotier,delta_iac_process,9.5
m4rcu5nl/ansible-role-zerotier,pdg_iac_delta_process,9.5
fgci-org/ansible-role-cuda,pdg,9.0
fgci-org/ansible-role-cuda,delta,12.0
fgci-org/ansible-role-cuda,iac,1.0
fgci-org/ansible-role-cuda,process,13.5
fgci-org/ansible-role-cuda,pdg_delta,15.0
fgci-org/ansible-role-cuda,pdg_iac,5.0
fgci-org/ansible-role-cuda,pdg_process,10.0
fgci-org/ansible-role-cuda,delta_iac,5.0
fgci-org/ansible-role-cuda,delta_process,13.5
fgci-org/ansible-role-cuda,iac_process,5.0
fgci-org/ansible-role-cuda,pdg_delta_iac,5.0
fgci-org/ansible-role-cuda,pdg_delta_process,11.0
fgci-org/ansible-role-cuda,pdg_iac_process,5.0
fgci-org/ansible-role-cuda,delta_iac_process,5.0
fgci-org/ansible-role-cuda,pdg_iac_delta_process,5.0
dokku/ansible-dokku,pdg,1.5
dokku/ansible-dokku,delta,14.0
dokku/ansible-dokku,iac,6.5
dokku/ansible-dokku,process,13.0
dokku/ansible-dokku,pdg_delta,1.5
dokku/ansible-dokku,pdg_iac,6.5
dokku/ansible-dokku,pdg_process,6.5
dokku/ansible-dokku,delta_iac,6.5
dokku/ansible-dokku,delta_process,15.0
dokku/ansible-dokku,iac_process,6.5
dokku/ansible-dokku,pdg_delta_iac,6.5
dokku/ansible-dokku,pdg_delta_process,12.0
dokku/ansible-dokku,pdg_iac_process,6.5
dokku/ansible-dokku,delta_iac_process,11.0
dokku/ansible-dokku,pdg_iac_delta_process,6.5
linux-system-roles/storage,pdg,13.0
linux-system-roles/storage,delta,13.0
linux-system-roles/storage,iac,2.5
linux-system-roles/storage,process,13.0
linux-system-roles/storage,pdg_delta,13.0
linux-system-roles/storage,pdg_iac,2.5
linux-system-roles/storage,pdg_process,9.5
linux-system-roles/storage,delta_iac,2.5
linux-system-roles/storage,delta_process,9.5
linux-system-roles/storage,iac_process,6.0
linux-system-roles/storage,pdg_delta_iac,2.5
linux-system-roles/storage,pdg_delta_process,13.0
linux-system-roles/storage,pdg_iac_process,6.0
linux-system-roles/storage,delta_iac_process,6.0
linux-system-roles/storage,pdg_iac_delta_process,8.0
florianutz/Ubuntu1604-CIS,pdg,6.5
florianutz/Ubuntu1604-CIS,delta,13.0
florianutz/Ubuntu1604-CIS,iac,6.5
florianutz/Ubuntu1604-CIS,process,14.0
florianutz/Ubuntu1604-CIS,pdg_delta,6.5
florianutz/Ubuntu1604-CIS,pdg_iac,6.5
florianutz/Ubuntu1604-CIS,pdg_process,6.5
florianutz/Ubuntu1604-CIS,delta_iac,11.0
florianutz/Ubuntu1604-CIS,delta_process,15.0
florianutz/Ubuntu1604-CIS,iac_process,1.5
florianutz/Ubuntu1604-CIS,pdg_delta_iac,6.5
florianutz/Ubuntu1604-CIS,pdg_delta_process,6.5
florianutz/Ubuntu1604-CIS,pdg_iac_process,1.5
florianutz/Ubuntu1604-CIS,delta_iac_process,12.0
florianutz/Ubuntu1604-CIS,pdg_iac_delta_process,6.5
idealista/java_role,pdg,4.0
idealista/java_role,delta,15.0
idealista/java_role,iac,4.0
idealista/java_role,process,13.0
idealista/java_role,pdg_delta,1.0
idealista/java_role,pdg_iac,4.0
idealista/java_role,pdg_process,10.0
idealista/java_role,delta_iac,4.0
idealista/java_role,delta_process,14.0
idealista/java_role,iac_process,8.0
idealista/java_role,pdg_delta_iac,11.0
idealista/java_role,pdg_delta_process,12.0
idealista/java_role,pdg_iac_process,4.0
idealista/java_role,delta_iac_process,8.0
idealista/java_role,pdg_iac_delta_process,8.0
diodonfrost/ansible-role-mariadb,pdg,6.5
diodonfrost/ansible-role-mariadb,delta,14.0
diodonfrost/ansible-role-mariadb,iac,6.5
diodonfrost/ansible-role-mariadb,process,14.0
diodonfrost/ansible-role-mariadb,pdg_delta,6.5
diodonfrost/ansible-role-mariadb,pdg_iac,6.5
diodonfrost/ansible-role-mariadb,pdg_process,6.5
diodonfrost/ansible-role-mariadb,delta_iac,6.5
diodonfrost/ansible-role-mariadb,delta_process,14.0
diodonfrost/ansible-role-mariadb,iac_process,6.5
diodonfrost/ansible-role-mariadb,pdg_delta_iac,6.5
diodonfrost/ansible-role-mariadb,pdg_delta_process,6.5
diodonfrost/ansible-role-mariadb,pdg_iac_process,6.5
diodonfrost/ansible-role-mariadb,delta_iac_process,6.5
diodonfrost/ansible-role-mariadb,pdg_iac_delta_process,6.5
newrelic/infrastructure-agent-ansible,pdg,2.0
newrelic/infrastructure-agent-ansible,delta,15.0
newrelic/infrastructure-agent-ansible,iac,5.5
newrelic/infrastructure-agent-ansible,process,14.0
newrelic/infrastructure-agent-ansible,pdg_delta,9.0
newrelic/infrastructure-agent-ansible,pdg_iac,2.0
newrelic/infrastructure-agent-ansible,pdg_process,11.0
newrelic/infrastructure-agent-ansible,delta_iac,9.0
newrelic/infrastructure-agent-ansible,delta_process,13.0
newrelic/infrastructure-agent-ansible,iac_process,9.0
newrelic/infrastructure-agent-ansible,pdg_delta_iac,2.0
newrelic/infrastructure-agent-ansible,pdg_delta_process,12.0
newrelic/infrastructure-agent-ansible,pdg_iac_process,5.5
newrelic/infrastructure-agent-ansible,delta_iac_process,5.5
newrelic/infrastructure-agent-ansible,pdg_iac_delta_process,5.5
elastic/ansible-beats,pdg,9.0
elastic/ansible-beats,delta,13.5
elastic/ansible-beats,iac,4.5
elastic/ansible-beats,process,13.5
elastic/ansible-beats,pdg_delta,11.0
elastic/ansible-beats,pdg_iac,4.5
elastic/ansible-beats,pdg_process,11.0
elastic/ansible-beats,delta_iac,4.5
elastic/ansible-beats,delta_process,15.0
elastic/ansible-beats,iac_process,4.5
elastic/ansible-beats,pdg_delta_iac,4.5
elastic/ansible-beats,pdg_delta_process,11.0
elastic/ansible-beats,pdg_iac_process,4.5
elastic/ansible-beats,delta_iac_process,4.5
elastic/ansible-beats,pdg_iac_delta_process,4.5
wcm-io-devops/ansible-conga-ansible-controlhost,pdg,9.0
wcm-io-devops/ansible-conga-ansible-controlhost,delta,14.0
wcm-io-devops/ansible-conga-ansible-controlhost,iac,9.0
wcm-io-devops/ansible-conga-ansible-controlhost,process,14.0
wcm-io-devops/ansible-conga-ansible-controlhost,pdg_delta,9.0
wcm-io-devops/ansible-conga-ansible-controlhost,pdg_iac,3.0
wcm-io-devops/ansible-conga-ansible-controlhost,pdg_process,9.0
wcm-io-devops/ansible-conga-ansible-controlhost,delta_iac,3.0
wcm-io-devops/ansible-conga-ansible-controlhost,delta_process,14.0
wcm-io-devops/ansible-conga-ansible-controlhost,iac_process,3.0
wcm-io-devops/ansible-conga-ansible-controlhost,pdg_delta_iac,3.0
wcm-io-devops/ansible-conga-ansible-controlhost,pdg_delta_process,9.0
wcm-io-devops/ansible-conga-ansible-controlhost,pdg_iac_process,9.0
wcm-io-devops/ansible-conga-ansible-controlhost,delta_iac_process,3.0
wcm-io-devops/ansible-conga-ansible-controlhost,pdg_iac_delta_process,9.0
stackhpc/ansible-role-os-images,pdg,6.5
stackhpc/ansible-role-os-images,delta,14.5
stackhpc/ansible-role-os-images,iac,6.5
stackhpc/ansible-role-os-images,process,14.5
stackhpc/ansible-role-os-images,pdg_delta,6.5
stackhpc/ansible-role-os-images,pdg_iac,6.5
stackhpc/ansible-role-os-images,pdg_process,6.5
stackhpc/ansible-role-os-images,delta_iac,6.5
stackhpc/ansible-role-os-images,delta_process,13.0
stackhpc/ansible-role-os-images,iac_process,6.5
stackhpc/ansible-role-os-images,pdg_delta_iac,6.5
stackhpc/ansible-role-os-images,pdg_delta_process,6.5
stackhpc/ansible-role-os-images,pdg_iac_process,6.5
stackhpc/ansible-role-os-images,delta_iac_process,6.5
stackhpc/ansible-role-os-images,pdg_iac_delta_process,6.5
infOpen/ansible-role-docker,pdg,10.5
infOpen/ansible-role-docker,delta,10.5
